title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Marvel Nemesis: Rise of the Imperfects;4;;;4;Nintendo GameCube
Naruto: Gekitou Ninja Taisen! 3;2;;;2;Nintendo GameCube
Naruto: Clash of Ninja;6.5;9.5;4.5;7.5;Nintendo GameCube
Pokémon Channel;8;11.5;13;10.5;Nintendo GameCube
Puyo Pop Fever;2;4;;2;Nintendo GameCube
Shadow the Hedgehog;6;10.5;20.5;11;Nintendo GameCube
Shrek 2;6.5;10;4.5;6.5;Nintendo GameCube
Shrek SuperSlam;1;;;1;Nintendo GameCube
Smashing Drive;0.75;;;0.75;Nintendo GameCube
Sonic Drift;2;;;2;Nintendo GameCube
Sonic the Fighters;0.3333333333333333;0.36666666666666664;0.4166666666666667;0.36666666666666664;Nintendo GameCube
Spartan: Total Warrior;25;20;20;23;Nintendo GameCube
SpongeBob SquarePants: Lights, Camera, Pants!;6;;;6;Nintendo GameCube
SpongeBob SquarePants: Revenge of the Flying Dutchman;5;;4;5;Nintendo GameCube
SSX on Tour;;15;;15;Nintendo GameCube
Super Monkey Ball 2;5.5;20;5;6;Nintendo GameCube
Teen Titans;3.5;5;4;4;Nintendo GameCube
The Haunted Mansion;9;12;;9.5;Nintendo GameCube
The Sims (Console);36;50;;43;Nintendo GameCube
The Sims Bustin' Out;26.5;26.5;24;25.5;Nintendo GameCube
The Urbz: Sims in the City;15.5;12.5;;15;Nintendo GameCube
Tony Hawk's American Wasteland;12;13.5;15;13;Nintendo GameCube
Tony Hawk's Pro Skater 3;7.5;14.5;37;14;Nintendo GameCube
Tony Hawk's Underground;6.5;8;17;9;Nintendo GameCube
Turok: Evolution;5;11;;9.5;Nintendo GameCube
X2: Wolverine's Revenge;14.5;9;;11;Nintendo GameCube
XG3: Extreme G Racing;7;10;;8;Nintendo GameCube
WWE Day of Reckoning;6;9;11;9;Nintendo GameCube
Ice Age 2: The Meltdown;5;13.5;;11.5;Nintendo GameCube
Naruto: Gekitou Ninja Taisen! 4;5;;10;7.5;Nintendo GameCube
Chicken Little;3.5;;;3.5;Nintendo GameCube
Aquaman: Battle for Atlantis;5;;;5;Nintendo GameCube
One Piece: Grand Battle!;4;;;4;Nintendo GameCube
Kururin Squash!;2;;;2;Nintendo GameCube
WWE Day of Reckoning 2;;;;;Nintendo GameCube
Pokémon Box: Ruby & Sapphire;;;331;331;Nintendo GameCube
Sonic Blast;0.8833333333333333;;;0.8833333333333333;Nintendo GameCube
The Simpsons Road Rage;13;20;36.5;18.5;Nintendo GameCube
Universal Studios Theme Parks Adventure;4;;4.5;4;Nintendo GameCube
Bust-A-Move 3000;1;;;1;Nintendo GameCube
Disney's PK: Out of the Shadows;3.5;;;3.5;Nintendo GameCube
Disney's Tarzan: Untamed;4;;;4;Nintendo GameCube
Goblin Commander: Unleash the Horde;7.5;;;7.5;Nintendo GameCube
NASCAR: Dirt to Daytona;30;;247.5;139;Nintendo GameCube
NBA Street;12;;;;Nintendo GameCube
One Piece: Pirates' Carnival;0.7666666666666667;;;0.7666666666666667;Nintendo GameCube
Pac-Man World Rally;3;;;3;Nintendo GameCube
Rugrats: Royal Ransom;6;;;6;Nintendo GameCube
Shrek Extra Large;7;;;7;Nintendo GameCube
Superman: Shadow of Apokolips;;;3;3;Nintendo GameCube
Virtua Striker 3 ver. 2002;12;;;;Nintendo GameCube
Worms 3D;15;17;19.5;17;Nintendo GameCube
XGRA: Extreme-G Racing Association;4;;;4;Nintendo GameCube
Zoids: Battle Legends;;25;;25;Nintendo GameCube
Charlie and the Chocolate Factory (2005);;;;;Nintendo GameCube
The Scorpion King: Rise of the Akkadian;5.5;;;5.5;Nintendo GameCube
Die Hard: Vendetta;12.5;;;12.5;Nintendo GameCube
Scooby-Doo! Night of 100 Frights;4;5.5;8.5;7;Nintendo GameCube
NBA Street V3;;;;;Nintendo GameCube
Amazing Island;;;;;Nintendo GameCube
International Superstar Soccer 2;;;;;Nintendo GameCube
Disney's Magical Mirror Starring Mickey Mouse;4;;;4;Nintendo GameCube
BioShock;12;16;21;14.5;OnLive
Borderlands;22.5;35.5;58.5;33;OnLive
Darksiders;17.5;20.5;27.5;20;OnLive
Deus Ex: Human Revolution;21;29.5;42;29;OnLive
Assassin's Creed II;18.5;27;34.5;26;OnLive
Orcs Must Die!;8;12.5;23.5;11;OnLive
Assassin's Creed: Brotherhood;14.5;26;42;24;OnLive
Batman: Arkham City;12.5;21;46;18;OnLive
Deus Ex: Human Revolution - The Missing Link DLC;4.5;6;7;5.5;OnLive
Zeno Clash;4;5;8;4;OnLive
Warhammer 40,000: Space Marine;8;9.5;24.5;8.5;OnLive
Batman: Arkham Asylum;12;16.5;25.5;15;OnLive
Homefront;4.5;6;8.5;4.5;OnLive
Tom Clancy's H.A.W.X 2;8;11;;8.5;OnLive
Ittle Dew;3;4;7;4;Ouya
Final Fantasy III (3D);31;34;50;34;Ouya
Knightmare Tower;2.5;3;4;3;Ouya
Portal 2;8.5;13;19;10;PC
BioShock Infinite;11.5;15.5;25.5;13.5;PC
The Elder Scrolls V: Skyrim;31.5;104;213;104.5;PC
Portal;3;5;8.5;4;PC
BioShock;12;16;21;14.5;PC
Life Is Strange;18.5;;;;PC
Fallout: New Vegas;28.5;61;126.5;57.5;PC
Firewatch;4;4;4.5;4;PC
Batman: Arkham Asylum GOTY;11;16.5;24.5;14;PC
Borderlands 2;31;51;101.5;48;PC
Bastion;6.5;9;20;8;PC
Tomb Raider (1996);16;17.5;18.5;17;PC
XCOM: Enemy Unknown;26;32.5;51;29.5;PC
Fallout 4;23.5;69.5;143;68;PC
The Witcher 3: Wild Hunt;45;96.5;162.5;98;PC
Half-Life 2;13.5;15.5;19;14.5;PC
BioShock 2;11;14.5;23;13;PC
Dishonored;12.5;17.5;31.5;16;PC
Company of Heroes;19;23;80.5;22.5;PC
The Walking Dead: A Telltale Games Series;13.5;;;13.5;PC
The Walking Dead: A Telltale Games Series;13.5;;;13.5;PlayStation 3
The Witcher 2: Assassins of Kings;24;33.5;53.5;31.5;PC
Left 4 Dead 2;8.5;23.5;32.5;13.5;PC
Grand Theft Auto: San Andreas;33;50.5;98;47.5;PC
Batman: Arkham City GOTY;13.5;23.5;59.5;21;PC
The Witcher;36.5;46;66;46.5;PC
Borderlands;22.5;35.5;58.5;33;PC
Mirror's Edge;6;8.5;12;6.5;PC
Middle-Earth: Shadow of Mordor;15;22.5;30.5;23.5;PC
Alan Wake;11;14.5;24.5;13;PC
Amnesia: The Dark Descent;8;8.5;9.5;8;PC
Metro 2033;9.5;11.5;17.5;10.5;PC
Half-Life 2: Episode One;4;4.5;5;4;PC
Brothers: A Tale of Two Sons;3;3.5;4;3;PC
Hotline Miami;5;7;14;6.5;PC
Super Meat Boy;10;18;50.5;15.5;PC
Saints Row: The Third;14.5;26;43;25;PC
Grand Theft Auto: Vice City;20.5;30;47.5;27;PC
Limbo;3.5;4;6.5;4;PC
The Stanley Parable (2013);1.5;2.5;5.5;2.5;PC
Half-Life 2: Episode Two;5.5;6;8;6;PC
FTL: Faster Than Light;10.5;25.5;127;20;PC
Half-Life 2: Lost Coast;0.38333333333333336;0.4666666666666667;0.4666666666666667;0.4166666666666667;PC
Rise of the Tomb Raider;12;18.5;33.5;19.5;PC
Dark Souls: Prepare to Die Edition;50;65.5;97.5;63.5;PC
Darksiders;17.5;20.5;27.5;20;PC
Deus Ex: Human Revolution;21;29.5;42;29;PC
Sid Meier's Civilization V;35.5;70;434.5;65.5;PC
Jet Set Radio;7;11;15;8.5;PC
Batman: Arkham Origins;12.5;21;40;17.5;PC
Grand Theft Auto III;17.5;24.5;41;21.5;PC
Transistor;6;8;14.5;7.5;PC
Undertale;6.5;10;16.5;8.5;PC
Terraria;135;65;113.5;;PC
Braid;5;6;7.5;5.5;PC
Hell Yeah! Wrath of the Dead Rabbit;8;8.5;8.5;8;PC
Mass Effect 2;24.5;35.5;50;35.5;PC
Psychonauts;13;16;22.5;15.5;PC
Dead Space;11.5;13;20.5;12.5;PC
Magicka;9.5;14.5;40.5;12;PC
Just Cause 2;17.5;35;87.5;30;PC
Metal Gear Solid V: The Phantom Pain;42.5;79;164.5;79;PC
Assassin's Creed II;18.5;27;34.5;26;PC
Fez;6;8.5;11.5;8.5;PC
Wolfenstein: The New Order;12;15.5;24.5;13.5;PC
Mass Effect;17;29;43;27;PC
Trine 2;8;11;17.5;9.5;PC
Spec Ops: The Line;6;7.5;16;7;PC
Hitman: Absolution;12.5;20.5;32;16;PC
To the Moon;4;4;4;4;PC
Binary Domain;9.5;10.5;21;9.5;PC
L.A. Noire;20.5;27;38.5;26;PC
Star Wars: Knights of the Old Republic;29;35.5;43.5;35;PC
Saints Row IV;15;23;33.5;23;PC
Grand Theft Auto IV;28;41;80.5;35.5;PC
The Wolf Among Us;10.5;;;;PC
Far Cry 3;15.5;25.5;36.5;24.5;PC
Mark of the Ninja;8;12;19.5;11;PC
The Binding of Isaac;10.5;39.5;124.5;35.5;PC
Assassin's Creed IV: Black Flag;22;39;55.5;36.5;PC
Counter-Strike: Global Offensive;221;220.5;;;PC
Grand Theft Auto V;31;44.5;75.5;42;PC
Fallout 3: Game of the Year;30.5;72.5;106.5;71.5;PC
The Vanishing of Ethan Carter;4;4.5;5;4.5;PC
Torchlight II;20;26;79;25;PC
Never Alone;3;3.5;3.5;3.5;PC
Half-Life;12;14;15;12.5;PC
SEGA Genesis Classics Collection;;;9;9;PC
Crysis 2;9;11.5;15.5;10;PC
Grim Fandango Remastered;12;;;;PC
Brutal Legend;9;13.5;23.5;11;PC
Rocket League;3.5;11;20;11;PC
Superhot;2;3.5;20;2;PC
Castle Crashers;7;10.5;54.5;10;PC
Batman: Arkham Knight;15;27;43;26;PC
Garry's Mod;233;207;243.5;;PC
Thomas Was Alone;3.5;3.5;4;3.5;PC
Trine;6;8.5;15.5;7.5;PC
Alien: Isolation;18.5;23.5;30;20.5;PC
Gone Home;2;2.5;3;2;PC
Outlast;5;6;8.5;5.5;PC
Metal Gear Solid V: Ground Zeroes;1.5;6.5;19.5;3;PC
Dead Island;18;26.5;48;25;PC
Max Payne 3;10;13;31;11;PC
Alan Wake's American Nightmare;3.5;4.5;7.5;4;PC
Far Cry 3: Blood Dragon;4.5;7.5;9;7;PC
Sid Meier's Civilization IV;10;22.5;93;18;PC
Dust: An Elysian Tail;9.5;13;17;13;PC
Viking: Battle for Asgard;13.5;17;26.5;17.5;PC
Counter-Strike: Source;245.5;146;;;PC
South Park: The Stick of Truth;11;14;17.5;13.5;PC
VVVVVV;2.5;3.5;4.5;3;PC
Call of Juarez: Gunslinger;5;7;14;6;PC
Torchlight;15;21.5;41.5;19.5;PC
Rogue Legacy;16.5;25;35;21;PC
Antichamber;5.5;7;8.5;6.5;PC
The Walking Dead: Season 2;9.5;;;;PC
Final Fantasy VII;38.5;58;90.5;56.5;PC
Sleeping Dogs;15.5;21.5;32.5;21;PC
Sid Meier's Civilization IV: Warlords;6;8;;7;PC
Deus Ex: Human Revolution - Director's Cut;24;31.5;42.5;31.5;PC
Dear Esther;1.5;1.5;1.5;1.5;PC
Papers, Please;4.5;7.5;15.5;6;PC
F.E.A.R.;8.5;11;12;9.5;PC
Left 4 Dead;6.5;18;63;10.5;PC
Sid Meier's Civilization IV: Beyond the Sword;22;53.5;19;32.5;PC
Tomb Raider (2013);11.5;15.5;20;14.5;PC
Assassin's Creed;15;19.5;31;18;PC
Dead Space 2;9;11.5;15.5;10.5;PC
F.E.A.R. 3;6;8;14.5;6.5;PC
Renegade Ops;5;6;15.5;5.5;PC
Awesomenauts;20;47.5;500;79;PC
The Elder Scrolls IV: Oblivion;25.5;93;192.5;91.5;PC
Payday: The Heist;9.5;72.5;168;18.5;PC
Shadow Warrior;10;11.5;15.5;12;PC
F.E.A.R. 2: Project Origin;7;9.5;11;8;PC
Assassin's Creed III;15.5;31;54;26;PC
Deus Ex;24;27.5;36.5;27;PC
Dungeon Defenders;14.5;53;463;43;PC
Star Wars: Knights of the Old Republic II The Sith Lords;31;39.5;50;39.5;PC
Child of Light;11;13.5;15;12.5;PC
Deadlight;4;5;6;4.5;PC
Guacamelee!;6;8.5;14;8;PC
Legend of Grimrock;16.5;20.5;28;19.5;PC
Sniper Elite V2;7;12;30;8;PC
Valkyria Chronicles;31.5;38;56.5;36;PC
Broken Age;10.5;12;14.5;11.5;PC
Audiosurf;11;;25;;PC
Cave Story+;6;8.5;9;7;PC
Half-Life 2: Deathmatch;;28;;;PC
Darksiders II;22;28;43.5;26.5;PC
Murdered: Soul Suspect;6.5;8.5;11.5;8.5;PC
Burnout Paradise: The Ultimate Box;11;31.5;52.5;16;PC
Condemned: Criminal Origins;7;10;14.5;8.5;PC
Don't Starve;35;131;100;61;PC
Red Faction: Armageddon;8;10.5;19.5;9;PC
Serious Sam 3: BFE;10;14.5;16.5;12;PC
Shadowrun Returns;12;13.5;17;13.5;PC
System Shock 2;13;18.5;25.5;16;PC
The Swapper;5;5.5;5.5;5;PC
The Talos Principle;16;19.5;26;19.5;PC
Company of Heroes: Opposing Fronts;14;15;42;19;PC
Grand Theft Auto: Episodes From Liberty City;20;26.5;51;24.5;PC
Mafia II;12;16;28.5;14;PC
Grow Home;2.5;4;8;4;PC
Orcs Must Die!;8;12.5;23.5;11;PC
Orcs Must Die! 2;7.5;20.5;34;12;PC
World of Goo;6;8;12.5;7;PC
Assassin's Creed: Brotherhood;14.5;26;42;24;PC
Borderlands: The Pre-Sequel!;17.5;26.5;43;25;PC
Monaco: What's Yours is Mine;8;15;33.5;14;PC
Dragon Age: Inquisition;44;86;122;86;PC
Payday 2;18;83;253;103.5;PC
Thief;10;22;39.5;16.5;PC
Ori and the Blind Forest;8;9.5;10;9;PC
Valiant Hearts: The Great War;6;7;9;7;PC
Metro: Last Light Redux;10;16;26;12;PC
Assassin's Creed: Revelations;12;21;36;19;PC
Crysis;10.5;12.5;13;11;PC
Retro City Rampage DX;5.5;9.5;17.5;6.5;PC
Star Wars Jedi Knight: Jedi Academy;10;10.5;15;10.5;PC
Divinity: Original Sin - Enhanced Edition;70;75;85.5;74.5;PC
Red Orchestra 2: Heroes of Stalingrad;8;;50.5;;PC
Company of Heroes: Tales of Valor;7;5;39.5;14;PC
F.E.A.R. Extraction Point;4.5;5.5;6;5;PC
Half-Life: Blue Shift;3;3.5;4;3;PC
Half-Life: Opposing Force;5.5;6;7;6;PC
Machinarium;5;5.5;6;5.5;PC
Oddworld: Abe's Oddysee;13.5;15;15.5;14.5;PC
Warhammer 40,000: Dawn of War;12.5;14.5;16;13;PC
Plants vs. Zombies;8;19.5;44.5;17.5;PC
Star Wars: Battlefront II;8;13.5;42;12.5;PC
F.E.A.R. Perseus Mandate;5;6;6.5;5.5;PC
Lara Croft and the Guardian of Light;6;8;18;7.5;PC
Risk of Rain;2.5;14.5;53;11;PC
Lone Survivor;4;5;9.5;4.5;PC
Tales from the Borderlands;10;11;11.5;10.5;PC
Euro Truck Simulator 2;59;36;215;62.5;PC
Metro: 2033 Redux;9;12;24.5;10;PC
Don't Starve Together;;;;;PC
DmC: Devil May Cry;9;11;38.5;10;PC
Killing Floor;18.5;62;324.5;79;PC
Metal Gear Rising: Revengeance;6.5;10;29.5;7.5;PC
Red Faction: Guerrilla;13.5;20.5;48.5;18;PC
Scribblenauts Unlimited;7.5;10;12.5;10;PC
The Last Remnant;62;80.5;150;82;PC
Titan Quest;25.5;35.5;58;34.5;PC
Sunless Sea;10;;68;39;PC
Alpha Protocol;13;17.5;24.5;16;PC
Back to the Future: The Game;14;;;;PC
Bit.Trip Runner;8;13;24;10;PC
Dragon Age: Origins;41;59;85;57;PC
Hitman 2: Silent Assassin;14.5;15;18.5;15;PC
Hitman: Blood Money;12;14.5;19;13.5;PC
Saints Row 2;20.5;29.5;53.5;26;PC
The Witness;17;25.5;44;22.5;PC
Batman: Arkham City;12.5;21;46;18;PC
Max Payne;8.5;9;10.5;9;PC
Pillars of Eternity;38;57;75.5;56;PC
Game of Thrones - A Telltale Games Series;12;13;13;12.5;PC
Path of Exile;111.5;;;;PC
Resident Evil 4;16;20.5;26.5;18.5;PC
Superbrothers: Sword & Sworcery EP;4;4;5;4.5;PC
Tomb Raider: Anniversary;13;15;19;14.5;PC
XCOM 2;27;36.5;51.5;34;PC
Medal of Honor (2010);5;6;12;5.5;PC
Back to the Future: The Game - Episode 2: Get Tannen!;2;2.5;3;2.5;PC
Far Cry 2;17;27.5;36;24;PC
Gunpoint;3;4;6.5;3.5;PC
Metro: Last Light;10.5;13;31.5;11.5;PC
Sonic Generations;5.5;10;23;8;PC
The Elder Scrolls III: Morrowind;44.5;128;332.5;133;PC
Trine 3: The Artifacts of Power;5;5.5;7.5;6;PC
BattleBlock Theater;9;12.5;19;10;PC
Final Fantasy XIII;49.5;62.5;109;61.5;PC
Star Wars Jedi Knight II: Jedi Outcast;12;15;18.5;13.5;PC
Far Cry 4;15.5;29;43;29;PC
Rage;11;15;22.5;14.5;PC
Back to the Future: The Game - Episode 3: Citizen Brown;2.5;2.5;3;2.5;PC
Little Inferno;3;4;4;3.5;PC
Back to the Future: The Game - Episode 5: Outatime;2.5;2.5;3;2.5;PC
Dragon Age: Origins - Ultimate Edition;53;74.5;104.5;75.5;PC
Tomb Raider: Underworld;10;12;18;11;PC
Shovel Knight;6;7.5;15.5;7;PC
Dark Souls II: Scholar of the First Sin;38.5;64.5;80.5;57.5;PC
Half-Life Deathmatch: Source;;3;;;PC
Surgeon Simulator;3;5;10;4.5;PC
The Lord of the Rings: War in the North;12;14.5;27;14;PC
Back to the Future: The Game - Episode 4: Double Visions;2.5;2.5;3;2.5;PC
Cities: Skylines;26.5;34.5;49;34;PC
Deponia;8;9.5;10.5;9;PC
Resident Evil 5;12;17;32.5;15;PC
Race the Sun;11.5;;;;PC
Door Kickers;5;15;25.5;14;PC
Insurgency (2014);12;;;;PC
Remember Me;9.5;11;16;10.5;PC
Star Wars: Dark Forces;9;10.5;12.5;9.5;PC
Warhammer 40,000: Dawn of War II;15;21;44;19;PC
Counter-Strike;141;162;;;PC
Tomb Raider: Legend;7.5;8.5;16;8.5;PC
Dying Light;15.5;32;50.5;28;PC
Costume Quest;5.5;6.5;7;6;PC
Team Fortress Classic;;;;;PC
The Binding of Isaac: Rebirth;4;52.5;183;75;PC
Age of Empires II: HD Edition;25.5;64.5;71.5;49;PC
Deus Ex: Human Revolution - The Missing Link DLC;4.5;6;7;5.5;PC
Eufloria;12;17.5;24;14.5;PC
Jamestown;2.5;4;9.5;3;PC
Shank 2;4;6;20;4.5;PC
Tiny and Big: Grandpa's Leftovers;2.5;3.5;11.5;3;PC
Lego Marvel Super Heroes;11;19.5;38.5;22.5;PC
Star Wars: The Force Unleashed - Ultimate Sith Edition;8;13;19;10.5;PC
Bully: Scholarship Edition;13.5;18.5;26.5;18;PC
Dark Souls II;48;63.5;117.5;62;PC
Enslaved: Odyssey to the West;9;10.5;18.5;10;PC
Tropico 3;26.5;32.5;43;31;PC
Goat Simulator;1;4.5;8;4.5;PC
ARMA II;15.5;60;42;22;PC
Kingdoms of Amalur: Reckoning;30.5;55.5;104;59;PC
Reus;7;26.5;55;33;PC
Star Wars: Republic Commando;9;10;10;9;PC
Super Hexagon;23.5;;;;PC
Tomb Raider II;15;16;16;15.5;PC
Zeno Clash;4;5;8;4;PC
Her Story;2.5;3;4;3;PC
Call of Duty: Black Ops;7;12.5;14;8;PC
Hitman: Codename 47;11;13;13.5;12;PC
Max Payne 2: The Fall of Max Payne;6.5;8;9;7;PC
Prison Architect;15.5;20;;16;PC
Sanctum;8.5;22;60;14;PC
Sanctum 2;13;33;74;19;PC
Sid Meier's Civilization III: Complete;46.5;20.5;;34.5;PC
The Banner Saga;11;14.5;24.5;12;PC
The Ship;2.5;1.5;;2.5;PC
Thief Gold;20;24.5;34.5;23;PC
Alice: Madness Returns;13.5;15;22.5;15;PC
Battlefield: Bad Company 2;7;10;15.5;7.5;PC
Dustforce;41;45;32.5;36;PC
Evoland;3.5;4.5;6.5;4.5;PC
Proteus;1;;;;PC
Total War: Shogun 2;28.5;37.5;223.5;44;PC
Wasteland 2;37;64;105;64;PC
Fallout;18;22;31.5;21.5;PC
Giana Sisters: Twisted Dreams;7.5;13;19;9;PC
Mount & Blade: Warband;67;104.5;223;133.5;PC
Space Pirates and Zombies;30;48.5;52.5;42.5;PC
Tomb Raider III;15.5;17;18;17;PC
Just Cause;8.5;20;28;12;PC
Shank;3;4.5;10;3.5;PC
Warframe;239.5;44;;;PC
Watch Dogs;18.5;33;57.5;26.5;PC
And Yet It Moves;3;4.5;6.5;3;PC
Anomaly: Warzone Earth;6;8.5;19;8;PC
Crusader Kings II;69;151;392.5;118.5;PC
Frozen Synapse;22;33;;22.5;PC
Half-Life: Source;11.5;13;13.5;12;PC
Hitman: Absolution - Sniper Challenge;0.38333333333333336;1.5;2.5;1;PC
The Bureau: XCOM Declassified;11;14;16;12.5;PC
Mad Max (2015);19;37.5;61.5;37;PC
Defence Alliance 2;;;;;PC
Amnesia: A Machine for Pigs;4;5;6.5;4.5;PC
Capsized;3.5;6;11.5;4;PC
Poker Night at the Inventory;2.5;6;22;7;PC
S.T.A.L.K.E.R.: Shadow of Chernobyl;16.5;26.5;38;23.5;PC
The Incredible Adventures of Van Helsing;12.5;17;22.5;16;PC
Thief: Deadly Shadows;17;21;29;20.5;PC
Tropico 4;39.5;56;92.5;52.5;PC
Always Sometimes Monsters;9;11.5;11.5;10.5;PC
ARMA II: Operation Arrowhead;8.5;;;8.5;PC
Beat Hazard;6;10.5;13.5;8;PC
Cthulhu Saves The World;7.5;10;12;9;PC
Shatter;2.5;3;4;3;PC
The Darkness II;6;8;14.5;7;PC
DEFCON;1;;7;1.5;PC
Overlord;18.5;22;30.5;21;PC
Star Wars: The Force Unleashed II;5;7;11;5.5;PC
Shadowrun: Dragonfall - Director's Cut;22;28.5;42.5;28.5;PC
Wolfenstein: The Old Blood;6;8.5;15.5;7;PC
Bit.Trip Presents Runner 2: Future Legend of Rhythm Alien;6.5;9;23.5;9.5;PC
Final Fantasy XIII-2;27;42;70;42;PC
Prince of Persia: The Sands of Time;9;10;12;9.5;PC
Rochard;5.5;6;9.5;5.5;PC
Rome: Total War;38.5;73;156;57;PC
Call of Duty 4: Modern Warfare;7;9.5;16;7.5;PC
Deus Ex: Invisible War;9.5;12;15.5;12;PC
Fallout 2;31.5;48.5;83.5;47;PC
Natural Selection 2;;;;;PC
Sam & Max 301: The Penal Zone;4;4;4;4;PC
Sam & Max 305: The City That Dares Not Sleep;3;3;3;3;PC
The Secret of Monkey Island;6.5;6.5;7.5;6.5;PC
Banished;16.5;37;81.5;34;PC
Assassin's Creed: Syndicate;16.5;32.5;53;31;PC
Beyond Good & Evil;10.5;12;13;12;PC
Crayon Physics Deluxe;4;5.5;8.5;4.5;PC
Far Cry;13.5;16.5;17.5;14.5;PC
Medieval II: Total War;35;53;136;51.5;PC
Osmos;5.5;8;10;7.5;PC
Puzzle Agent;3.5;3.5;4;3.5;PC
Sam & Max 302: The Tomb of Sammun-Mak;3.5;4;3.5;3.5;PC
Sam & Max 303: They Stole Max's Brain!;3.5;3.5;3.5;3.5;PC
Sonic & All-Stars Racing Transformed;7;14.5;43.5;13;PC
SteamWorld Dig;5;6.5;7.5;6;PC
Aquaria;15;21;22;20;PC
Cogs;5;7;14;7;PC
Fallout 3;23.5;59;121;54.5;PC
Resident Evil: Revelations;9;13.5;34;10;PC
Risen 2: Dark Waters;26.5;33;46.5;34;PC
Sam & Max 304: Beyond the Alley of the Dolls;3;3;3.5;3;PC
The Evil Within;16;19;38;17.5;PC
Uplink;7;15;28;12.5;PC
Injustice: Gods Among Us - Ultimate Edition;5;8.5;10.5;5;PC
Call of Duty: Modern Warfare 2;6.5;8.5;25.5;8;PC
Star Wars Jedi Knight: Dark Forces II;9;11;12;10;PC
Skullgirls Encore;3;15;75.5;5.5;PC
Viscera Cleanup Detail: Shadow Warrior;1;1.5;2;2;PC
Ultra Street Fighter IV;2;5.5;10;3.5;PC
Chivalry: Medieval Warfare;43.5;;;;PC
Command & Conquer: Red Alert 3 - Uprising;11;18.5;37;13;PC
Crysis Warhead;5;6;7.5;5.5;PC
Endless Space;12;43;127.5;28.5;PC
Half Minute Hero: Super Mega Neo Climax Ultimate Boy;4;13;31;7;PC
LEGO The Lord of the Rings;10;15;31.5;16.5;PC
Offspring Fling;2.5;4;24;3;PC
Overlord II;17;20.5;28.5;20;PC
SpaceChem;40.5;50;67.5;51;PC
Spelunky;19.5;45.5;85;43.5;PC
Starbound;15;61.5;290;45.5;PC
Q.U.B.E: Director's Cut;3;3.5;8;3.5;PC
Stealth Inc 2: A Game of Clones;8.5;10.5;19;10.5;PC
This War of Mine;10;15.5;18.5;11;PC
Botanicula;3.5;4;4.5;4;PC
Defense Grid: The Awakening;10.5;27.5;93;21;PC
Dragon's Dogma: Dark Arisen;40.5;63;105.5;62;PC
NightSky;2.5;3.5;5;3;PC
X-COM: UFO Defense;38;50;134.5;49.5;PC
Final Fantasy VIII;42;61.5;92.5;60.5;PC
Unturned;37;70;;;PC
Apotheon;8;12;12.5;10.5;PC
Bulletstorm;7.5;9.5;16;8;PC
Closure;6;8;9;8;PC
Papo & Yo;3.5;3.5;6;3.5;PC
Rayman Origins;10.5;13.5;21;13;PC
Risen;27.5;36;48.5;36.5;PC
Jazzpunk;2;2.5;3.5;2.5;PC
Danganronpa: Trigger Happy Havoc;24;28.5;40.5;26;PC
Star Wars: Empire At War - Gold Pack;;20;;20;PC
Darwinia;10;16;25.5;11.5;PC
Game Dev Tycoon;8;14.5;22;11.5;PC
Gratuitous Space Battles;3;6;13.5;4;PC
Hard Reset;5.5;7;24;6.5;PC
Serious Sam HD: The First Encounter;6;7;21.5;6.5;PC
Resident Evil: Revelations 2;26.5;9.5;;;PC
Sleeping Dogs: Definitive Edition;13.5;25;36;24;PC
McPixel;1.5;2.5;3;2;PC
Puzzle Agent 2;3;3.5;4;3.5;PC
Stacking;4;6;8.5;6;PC
Teleglitch: Die More Edition;0.7166666666666667;19;9.5;9.5;PC
Batman: Arkham Origins Blackgate;7;10;13;9;PC
Layers of Fear;2.5;4;6;3;PC
Atom Zombie Smasher;4;9.5;27;6;PC
Grid 2;18;19.5;27;19.5;PC
Monkey Island 2: LeChuck's Revenge;7;7;7.5;7;PC
Prototype;11.5;17;34.5;14.5;PC
Mercenary Kings;19;39.5;58;29;PC
SpeedRunners;4.5;4;10;7.5;PC
Magicka: Wizard Wars;;;;;PC
A Story About My Uncle;3;5;7.5;3;PC
Assassin's Creed: Unity;16.5;31;81;27.5;PC
Dark Messiah of Might and Magic;10.5;14;20.5;12.5;PC
Day of Defeat;12;15;95;;PC
Dirt: Showdown;9.5;11;15.5;10.5;PC
Empire: Total War;22.5;81.5;117.5;41.5;PC
Rocketbirds: Hardboiled Chicken;3.5;4;8;3.5;PC
Sonic Adventure DX;9.5;16.5;42;14.5;PC
Two Worlds II;33;36.5;48.5;36.5;PC
X-COM: Apocalypse;27;;41;35;PC
Tom Clancy's Splinter Cell: Blacklist;10.5;16.5;27;13.5;PC
One Finger Death Punch;6;9.5;19.5;8.5;PC
Strider;5.5;7.5;13.5;6.5;PC
Besiege;4;10;;4.5;PC
A Virus Named Tom;4;10;21;5.5;PC
Breath of Death VII: The Beginning;5;6;7.5;5.5;PC
Counter-Strike: Condition Zero;11.5;;337;;PC
Divinity II: Developer's Cut;30.5;44.5;57.5;44.5;PC
Grand Theft Auto;13;14;16;14;PC
Hoard;6.5;11;58;10;PC
Metal Gear Solid;11;12.5;15.5;12;PC
Multiwinia;;;;;PC
Penumbra: Overture;6;7;8;6;PC
Ricochet;40;;;;PC
